L [m],Gamma soil kN/m3],phi soil [degree],Surcharge [kN/m],Concrete cost,Pile Diameter (X1) [m]
10,20,36,15,75,1.303
11,20,36,15,75,1.495
12,20,36,15,75,1.715
3,14,37,15,75,0.216
4,14,37,15,75,0.265
5,14,37,15,75,0.394
6,14,37,15,75,0.512
7,14,37,15,75,0.645
8,14,37,15,75,0.78
9,14,37,15,75,0.926
10,14,37,15,75,1.08
11,14,37,15,75,1.25
12,14,37,15,75,1.419
3,15,37,15,75,0.216
4,15,37,15,75,0.274
5,15,37,15,75,0.397
6,15,37,15,75,0.528
7,15,37,15,75,0.663
8,15,37,15,75,0.8
9,15,37,15,75,0.955
10,15,37,15,75,1.118
11,15,37,15,75,1.281
12,15,37,15,75,1.455
3,16,37,15,75,0.216
4,16,37,15,75,0.283
5,16,37,15,75,0.41
6,16,37,15,75,0.539
7,16,37,15,75,0.671
8,16,37,15,75,0.818
9,16,37,15,75,0.978
10,16,37,15,75,1.147
11,16,37,15,75,1.324
12,16,37,15,75,1.497
3,17,37,15,75,0.216
4,17,37,15,75,0.29
5,17,37,15,75,0.413
6,17,37,15,75,0.553
7,17,37,15,75,0.695
8,17,37,15,75,0.847
9,17,37,15,75,1.009
10,17,37,15,75,1.176
11,17,37,15,75,1.355
12,17,37,15,75,1.548
3,18,37,15,75,0.216
4,18,37,15,75,0.298
5,18,37,15,75,0.427
6,18,37,15,75,0.566
7,18,37,15,75,0.71
8,18,37,15,75,0.867
9,18,37,15,75,1.032
10,18,37,15,75,1.207
11,18,37,15,75,1.396
12,18,37,15,75,1.586
3,19,37,15,75,0.216
4,19,37,15,75,0.306
5,19,37,15,75,0.438
6,19,37,15,75,0.579
7,19,37,15,75,0.718
8,19,37,15,75,0.888
9,19,37,15,75,1.056
10,19,37,15,75,1.239
11,19,37,15,75,1.429
12,19,37,15,75,1.633
3,20,37,15,75,0.216
4,20,37,15,75,0.314
5,20,37,15,75,0.448
6,20,37,15,75,0.587
7,20,37,15,75,0.743
8,20,37,15,75,0.89
9,20,37,15,75,1.077
10,20,37,15,75,1.269
11,20,37,15,75,1.465
12,20,37,15,75,1.659
3,14,38,15,75,0.216
4,14,38,15,75,0.257
5,14,38,15,75,0.381
6,14,38,15,75,0.503
7,14,38,15,75,0.631
8,14,38,15,75,0.763
9,14,38,15,75,0.893
10,14,38,15,75,1.058
11,14,38,15,75,1.22
12,14,38,15,75,1.382
3,15,38,15,75,0.216
4,15,38,15,75,0.264
5,15,38,15,75,0.393
6,15,38,15,75,0.513
7,15,38,15,75,0.639
8,15,38,15,75,0.783
9,15,38,15,75,0.937
10,15,38,15,75,1.087
11,15,38,15,75,1.256
12,15,38,15,75,1.426
3,16,38,15,75,0.216
4,16,38,15,75,0.273
5,16,38,15,75,0.396
6,16,38,15,75,0.527
7,16,38,15,75,0.659
8,16,38,15,75,0.802
9,16,38,15,75,0.959
10,16,38,15,75,1.121
11,16,38,15,75,1.287
12,16,38,15,75,1.467
3,17,38,15,75,0.216
4,17,38,15,75,0.28
5,17,38,15,75,0.411
6,17,38,15,75,0.538
7,17,38,15,75,0.671
8,17,38,15,75,0.818
9,17,38,15,75,0.984
10,17,38,15,75,1.151
11,17,38,15,75,1.32
12,17,38,15,75,1.505
3,18,38,15,75,0.216
4,18,38,15,75,0.289
5,18,38,15,75,0.421
6,18,38,15,75,0.551
7,18,38,15,75,0.694
8,18,38,15,75,0.847
9,18,38,15,75,1.01
10,18,38,15,75,1.179
11,18,38,15,75,1.359
12,18,38,15,75,1.544
3,19,38,15,75,0.216
4,19,38,15,75,0.295
5,19,38,15,75,0.423
6,19,38,15,75,0.564
7,19,38,15,75,0.708
8,19,38,15,75,0.866
9,19,38,15,75,1.032
10,19,38,15,75,1.207
11,19,38,15,75,1.397
12,19,38,15,75,1.587
3,20,38,15,75,0.216
4,20,38,15,75,0.304
5,20,38,15,75,0.435
6,20,38,15,75,0.576
7,20,38,15,75,0.714
8,20,38,15,75,0.885
9,20,38,15,75,1.061
10,20,38,15,75,1.237
11,20,38,15,75,1.427
12,20,38,15,75,1.631
3,14,27,20,75,0.236
4,14,27,20,75,0.387
5,14,27,20,75,0.526
6,14,27,20,75,0.688
7,14,27,20,75,0.858
8,14,27,20,75,1.037
9,14,27,20,75,1.224
10,14,27,20,75,1.426
11,14,27,20,75,1.632
3,15,27,20,75,0.241
4,15,27,20,75,0.387
5,15,27,20,75,0.54
6,15,27,20,75,0.704
7,15,27,20,75,0.873
8,15,27,20,75,1.065
9,15,27,20,75,1.264
10,15,27,20,75,1.466
11,15,27,20,75,1.687
3,16,27,20,75,0.247
4,16,27,20,75,0.4
5,16,27,20,75,0.558
6,16,27,20,75,0.712
7,16,27,20,75,0.878
8,16,27,20,75,1.089
9,16,27,20,75,1.296
10,16,27,20,75,1.501
11,16,27,20,75,1.731
3,17,27,20,75,0.253
4,17,27,20,75,0.41
5,17,27,20,75,0.567
6,17,27,20,75,0.741
7,17,27,20,75,0.913
8,17,27,20,75,1.122
9,17,27,20,75,1.323
10,17,27,20,75,1.547
3,18,27,20,75,0.257
4,18,27,20,75,0.422
5,18,27,20,75,0.575
6,18,27,20,75,0.758
7,18,27,20,75,0.947
8,18,27,20,75,1.146
9,18,27,20,75,1.357
10,18,27,20,75,1.578
3,19,27,20,75,0.263
4,19,27,20,75,0.423
5,19,27,20,75,0.594
6,19,27,20,75,0.773
7,19,27,20,75,0.966
8,19,27,20,75,1.171
9,19,27,20,75,1.393
10,19,27,20,75,1.611
3,20,27,20,75,0.269
4,20,27,20,75,0.434
5,20,27,20,75,0.604
6,20,27,20,75,0.79
7,20,27,20,75,0.989
8,20,27,20,75,1.198
9,20,27,20,75,1.422
10,20,27,20,75,1.648
3,14,28,20,75,0.229
4,14,28,20,75,0.376
5,14,28,20,75,0.52
6,14,28,20,75,0.673
7,14,28,20,75,0.837
8,14,28,20,75,1.009
9,14,28,20,75,1.199
10,14,28,20,75,1.393
11,14,28,20,75,1.6
3,15,28,20,75,0.234
4,15,28,20,75,0.385
5,15,28,20,75,0.526
6,15,28,20,75,0.689
7,15,28,20,75,0.862
8,15,28,20,75,1.042
9,15,28,20,75,1.234
10,15,28,20,75,1.433
11,15,28,20,75,1.64
3,16,28,20,75,0.239
4,16,28,20,75,0.395
5,16,28,20,75,0.54
6,16,28,20,75,0.704
7,16,28,20,75,0.877
8,16,28,20,75,1.07
9,16,28,20,75,1.265
10,16,28,20,75,1.472
11,16,28,20,75,1.699
3,17,28,20,75,0.245
4,17,28,20,75,0.396
5,17,28,20,75,0.556
6,17,28,20,75,0.711
7,17,28,20,75,0.879
8,17,28,20,75,1.092
9,17,28,20,75,1.295
10,17,28,20,75,1.509
11,17,28,20,75,1.718
3,18,28,20,75,0.25
4,18,28,20,75,0.408
5,18,28,20,75,0.564
6,18,28,20,75,0.74
7,18,28,20,75,0.913
8,18,28,20,75,1.121
9,18,28,20,75,1.326
10,18,28,20,75,1.542
3,19,28,20,75,0.255
4,19,28,20,75,0.419
5,19,28,20,75,0.581
6,19,28,20,75,0.756
7,19,28,20,75,0.946
8,19,28,20,75,1.146
9,19,28,20,75,1.358
10,19,28,20,75,1.582
3,20,28,20,75,0.26
4,20,28,20,75,0.419
5,20,28,20,75,0.59
6,20,28,20,75,0.77
7,20,28,20,75,0.962
8,20,28,20,75,1.17
9,20,28,20,75,1.392
10,20,28,20,75,1.61
3,14,29,20,75,0.223
4,14,29,20,75,0.364
5,14,29,20,75,0.509
6,14,29,20,75,0.656
7,14,29,20,75,0.821
8,14,29,20,75,0.992
9,14,29,20,75,1.17
10,14,29,20,75,1.362
11,14,29,20,75,1.564
12,14,29,20,75,1.763
3,15,29,20,75,0.227
4,15,29,20,75,0.373
5,15,29,20,75,0.519
6,15,29,20,75,0.673
7,15,29,20,75,0.838
8,15,29,20,75,1.016
9,15,29,20,75,1.199
10,15,29,20,75,1.394
11,15,29,20,75,1.609
3,16,29,20,75,0.232
4,16,29,20,75,0.383
5,16,29,20,75,0.525
6,16,29,20,75,0.69
7,16,29,20,75,0.863
8,16,29,20,75,1.046
9,16,29,20,75,1.238
10,16,29,20,75,1.422
11,16,29,20,75,1.631
3,17,29,20,75,0.237
4,17,29,20,75,0.393
5,17,29,20,75,0.538
6,17,29,20,75,0.704
7,17,29,20,75,0.877
8,17,29,20,75,1.073
9,17,29,20,75,1.269
10,17,29,20,75,1.479
11,17,29,20,75,1.669
3,18,29,20,75,0.242
4,18,29,20,75,0.394
5,18,29,20,75,0.553
6,18,29,20,75,0.71
7,18,29,20,75,0.905
8,18,29,20,75,1.093
9,18,29,20,75,1.299
10,18,29,20,75,1.515
11,18,29,20,75,1.743
3,19,29,20,75,0.247
4,19,29,20,75,0.404
5,19,29,20,75,0.566
6,19,29,20,75,0.737
7,19,29,20,75,0.912
8,19,29,20,75,1.121
9,19,29,20,75,1.327
10,19,29,20,75,1.545
3,20,29,20,75,0.252
4,20,29,20,75,0.415
5,20,29,20,75,0.578
6,20,29,20,75,0.752
7,20,29,20,75,0.943
8,20,29,20,75,1.144
9,20,29,20,75,1.358
10,20,29,20,75,1.574
3,14,30,20,75,0.216
4,14,30,20,75,0.362
5,14,30,20,75,0.495
6,14,30,20,75,0.641
7,14,30,20,75,0.801
8,14,30,20,75,0.969
9,14,30,20,75,1.144
10,14,30,20,75,1.33
11,14,30,20,75,1.516
12,14,30,20,75,1.736
3,15,30,20,75,0.22
4,15,30,20,75,0.362
5,15,30,20,75,0.508
6,15,30,20,75,0.657
7,15,30,20,75,0.823
8,15,30,20,75,0.989
9,15,30,20,75,1.174
10,15,30,20,75,1.362
11,15,30,20,75,1.557
3,16,30,20,75,0.224
4,16,30,20,75,0.371
5,16,30,20,75,0.518
6,16,30,20,75,0.674
7,16,30,20,75,0.84
8,16,30,20,75,1.01
9,16,30,20,75,1.205
10,16,30,20,75,1.403
11,16,30,20,75,1.6
3,17,30,20,75,0.229
4,17,30,20,75,0.381
5,17,30,20,75,0.523
6,17,30,20,75,0.689
7,17,30,20,75,0.863
8,17,30,20,75,1.045
9,17,30,20,75,1.237
10,17,30,20,75,1.429
11,17,30,20,75,1.646
3,18,30,20,75,0.234
4,18,30,20,75,0.391
5,18,30,20,75,0.542
6,18,30,20,75,0.702
7,18,30,20,75,0.877
8,18,30,20,75,1.072
9,18,30,20,75,1.272
10,18,30,20,75,1.483
11,18,30,20,75,1.681
3,19,30,20,75,0.239
4,19,30,20,75,0.39
5,19,30,20,75,0.552
6,19,30,20,75,0.72
7,19,30,20,75,0.904
8,19,30,20,75,1.094
9,19,30,20,75,1.298
10,19,30,20,75,1.517
11,19,30,20,75,1.719
3,20,30,20,75,0.244
4,20,30,20,75,0.4
5,20,30,20,75,0.564
6,20,30,20,75,0.73
7,20,30,20,75,0.908
8,20,30,20,75,1.121
9,20,30,20,75,1.325
10,20,30,20,75,1.545
3,14,31,20,75,0.216
4,14,31,20,75,0.351
5,14,31,20,75,0.482
6,14,31,20,75,0.629
7,14,31,20,75,0.775
8,14,31,20,75,0.948
9,14,31,20,75,1.122
10,14,31,20,75,1.301
11,14,31,20,75,1.478
12,14,31,20,75,1.694
3,15,31,20,75,0.216
4,15,31,20,75,0.361
5,15,31,20,75,0.494
6,15,31,20,75,0.643
7,15,31,20,75,0.804
8,15,31,20,75,0.962
9,15,31,20,75,1.153
10,15,31,20,75,1.339
11,15,31,20,75,1.531
12,15,31,20,75,1.733
3,16,31,20,75,0.218
4,16,31,20,75,0.369
5,16,31,20,75,0.506
6,16,31,20,75,0.657
7,16,31,20,75,0.824
8,16,31,20,75,0.993
9,16,31,20,75,1.18
10,16,31,20,75,1.371
11,16,31,20,75,1.57
3,17,31,20,75,0.222
4,17,31,20,75,0.368
5,17,31,20,75,0.516
6,17,31,20,75,0.672
7,17,31,20,75,0.84
8,17,31,20,75,1.012
9,17,31,20,75,1.209
10,17,31,20,75,1.41
11,17,31,20,75,1.614
3,18,31,20,75,0.227
4,18,31,20,75,0.378
5,18,31,20,75,0.528
6,18,31,20,75,0.687
7,18,31,20,75,0.862
8,18,31,20,75,1.046
9,18,31,20,75,1.239
10,18,31,20,75,1.433
11,18,31,20,75,1.645
3,19,31,20,75,0.232
4,19,31,20,75,0.388
5,19,31,20,75,0.537
6,19,31,20,75,0.699
7,19,31,20,75,0.874
8,19,31,20,75,1.072
9,19,31,20,75,1.272
10,19,31,20,75,1.476
11,19,31,20,75,1.681
3,20,31,20,75,0.237
4,20,31,20,75,0.386
5,20,31,20,75,0.548
6,20,31,20,75,0.716
7,20,31,20,75,0.9
8,20,31,20,75,1.09
9,20,31,20,75,1.296
10,20,31,20,75,1.517
11,20,31,20,75,1.75
3,14,32,20,75,0.216
4,14,32,20,75,0.34
5,14,32,20,75,0.473
6,14,32,20,75,0.612
7,14,32,20,75,0.76
8,14,32,20,75,0.914
9,14,32,20,75,1.09
10,14,32,20,75,1.271
11,14,32,20,75,1.453
12,14,32,20,75,1.632
3,15,32,20,75,0.216
4,15,32,20,75,0.349
5,15,32,20,75,0.481
6,15,32,20,75,0.628
7,15,32,20,75,0.778
8,15,32,20,75,0.942
9,15,32,20,75,1.127
10,15,32,20,75,1.305
11,15,32,20,75,1.493
12,15,32,20,75,1.681
3,16,32,20,75,0.217
4,16,32,20,75,0.358
5,16,32,20,75,0.492
6,16,32,20,75,0.642
7,16,32,20,75,0.804
8,16,32,20,75,0.964
9,16,32,20,75,1.153
10,16,32,20,75,1.347
11,16,32,20,75,1.543
12,16,32,20,75,1.766
3,17,32,20,75,0.216
4,17,32,20,75,0.367
5,17,32,20,75,0.506
6,17,32,20,75,0.656
7,17,32,20,75,0.824
8,17,32,20,75,0.994
9,17,32,20,75,1.184
10,17,32,20,75,1.377
11,17,32,20,75,1.579
3,18,32,20,75,0.22
4,18,32,20,75,0.366
5,18,32,20,75,0.513
6,18,32,20,75,0.671
7,18,32,20,75,0.839
8,18,32,20,75,1.012
9,18,32,20,75,1.211
10,18,32,20,75,1.413
11,18,32,20,75,1.621
3,19,32,20,75,0.225
4,19,32,20,75,0.374
5,19,32,20,75,0.525
6,19,32,20,75,0.682
7,19,32,20,75,0.862
8,19,32,20,75,1.047
9,19,32,20,75,1.238
10,19,32,20,75,1.434
11,19,32,20,75,1.649
3,20,32,20,75,0.229
4,20,32,20,75,0.385
5,20,32,20,75,0.533
6,20,32,20,75,0.695
7,20,32,20,75,0.87
8,20,32,20,75,1.069
9,20,32,20,75,1.269
10,20,32,20,75,1.483
11,20,32,20,75,1.696
3,14,33,20,75,0.216
4,14,33,20,75,0.338
5,14,33,20,75,0.461
6,14,33,20,75,0.6
7,14,33,20,75,0.748
8,14,33,20,75,0.905
9,14,33,20,75,1.069
10,14,33,20,75,1.241
11,14,33,20,75,1.425
12,14,33,20,75,1.599
3,15,33,20,75,0.216
4,15,33,20,75,0.338
5,15,33,20,75,0.475
6,15,33,20,75,0.612
7,15,33,20,75,0.761
8,15,33,20,75,0.918
9,15,33,20,75,1.098
10,15,33,20,75,1.28
11,15,33,20,75,1.466
12,15,33,20,75,1.657
3,16,33,20,75,0.216
4,16,33,20,75,0.348
5,16,33,20,75,0.484
6,16,33,20,75,0.627
7,16,33,20,75,0.779
8,16,33,20,75,0.944
9,16,33,20,75,1.13
10,16,33,20,75,1.312
11,16,33,20,75,1.502
12,16,33,20,75,1.694
3,17,33,20,75,0.216
4,17,33,20,75,0.356
5,17,33,20,75,0.49
6,17,33,20,75,0.641
7,17,33,20,75,0.804
8,17,33,20,75,0.964
9,17,33,20,75,1.155
10,17,33,20,75,1.343
11,17,33,20,75,1.54
12,17,33,20,75,1.741
3,18,33,20,75,0.216
4,18,33,20,75,0.364
5,18,33,20,75,0.504
6,18,33,20,75,0.653
7,18,33,20,75,0.823
8,18,33,20,75,0.994
9,18,33,20,75,1.185
10,18,33,20,75,1.379
11,18,33,20,75,1.584
3,19,33,20,75,0.217
4,19,33,20,75,0.363
5,19,33,20,75,0.509
6,19,33,20,75,0.67
7,19,33,20,75,0.839
8,19,33,20,75,1.01
9,19,33,20,75,1.21
10,19,33,20,75,1.414
11,19,33,20,75,1.611
3,20,33,20,75,0.221
4,20,33,20,75,0.371
5,20,33,20,75,0.521
6,20,33,20,75,0.678
7,20,33,20,75,0.858
8,20,33,20,75,1.044
9,20,33,20,75,1.236
10,20,33,20,75,1.432
11,20,33,20,75,1.644
3,14,34,20,75,0.216
4,14,34,20,75,0.327
5,14,34,20,75,0.45
6,14,34,20,75,0.583
7,14,34,20,75,0.723
8,14,34,20,75,0.878
9,14,34,20,75,1.044
10,14,34,20,75,1.212
11,14,34,20,75,1.393
12,14,34,20,75,1.566
3,15,34,20,75,0.216
4,15,34,20,75,0.335
5,15,34,20,75,0.463
6,15,34,20,75,0.6
7,15,34,20,75,0.745
8,15,34,20,75,0.906
9,15,34,20,75,1.074
10,15,34,20,75,1.25
11,15,34,20,75,1.431
12,15,34,20,75,1.615
3,16,34,20,75,0.216
4,16,34,20,75,0.336
5,16,34,20,75,0.473
6,16,34,20,75,0.611
7,16,34,20,75,0.761
8,16,34,20,75,0.92
9,16,34,20,75,1.102
10,16,34,20,75,1.277
11,16,34,20,75,1.47
12,16,34,20,75,1.66
3,17,34,20,75,0.216
4,17,34,20,75,0.344
5,17,34,20,75,0.481
6,17,34,20,75,0.626
7,17,34,20,75,0.778
8,17,34,20,75,0.945
9,17,34,20,75,1.129
10,17,34,20,75,1.317
11,17,34,20,75,1.509
12,17,34,20,75,1.707
3,18,34,20,75,0.216
4,18,34,20,75,0.353
5,18,34,20,75,0.486
6,18,34,20,75,0.638
7,18,34,20,75,0.803
8,18,34,20,75,0.965
9,18,34,20,75,1.155
10,18,34,20,75,1.345
11,18,34,20,75,1.543
3,19,34,20,75,0.216
4,19,34,20,75,0.36
5,19,34,20,75,0.5
6,19,34,20,75,0.65
7,19,34,20,75,0.821
8,19,34,20,75,0.991
9,19,34,20,75,1.183
10,19,34,20,75,1.379
11,19,34,20,75,1.582
3,20,34,20,75,0.216
4,20,34,20,75,0.368
5,20,34,20,75,0.505
6,20,34,20,75,0.666
7,20,34,20,75,0.834
8,20,34,20,75,1.016
9,20,34,20,75,1.206
10,20,34,20,75,1.411
11,20,34,20,75,1.617
3,14,35,20,75,0.216
4,14,35,20,75,0.317
5,14,35,20,75,0.439
6,14,35,20,75,0.573
7,14,35,20,75,0.715
8,14,35,20,75,0.864
9,14,35,20,75,1.019
10,14,35,20,75,1.186
11,14,35,20,75,1.356
12,14,35,20,75,1.539
3,15,35,20,75,0.216
4,15,35,20,75,0.325
5,15,35,20,75,0.449
6,15,35,20,75,0.583
7,15,35,20,75,0.724
8,15,35,20,75,0.88
9,15,35,20,75,1.047
10,15,35,20,75,1.22
11,15,35,20,75,1.401
12,15,35,20,75,1.582
3,16,35,20,75,0.216
4,16,35,20,75,0.333
5,16,35,20,75,0.461
6,16,35,20,75,0.598
7,16,35,20,75,0.744
8,16,35,20,75,0.885
9,16,35,20,75,1.07
10,16,35,20,75,1.251
11,16,35,20,75,1.44
12,16,35,20,75,1.63
3,17,35,20,75,0.216
4,17,35,20,75,0.341
5,17,35,20,75,0.471
6,17,35,20,75,0.609
7,17,35,20,75,0.76
8,17,35,20,75,0.92
9,17,35,20,75,1.103
10,17,35,20,75,1.279
11,17,35,20,75,1.475
12,17,35,20,75,1.667
3,18,35,20,75,0.216
4,18,35,20,75,0.341
5,18,35,20,75,0.479
6,18,35,20,75,0.625
7,18,35,20,75,0.776
8,18,35,20,75,0.944
9,18,35,20,75,1.129
10,18,35,20,75,1.319
11,18,35,20,75,1.512
12,18,35,20,75,1.723
3,19,35,20,75,0.216
4,19,35,20,75,0.349
5,19,35,20,75,0.486
6,19,35,20,75,0.634
7,19,35,20,75,0.799
8,19,35,20,75,0.961
9,19,35,20,75,1.153
10,19,35,20,75,1.344
11,19,35,20,75,1.543
12,19,35,20,75,1.749
3,20,35,20,75,0.216
4,20,35,20,75,0.357
5,20,35,20,75,0.496
6,20,35,20,75,0.645
7,20,35,20,75,0.815
8,20,35,20,75,0.987
9,20,35,20,75,1.179
10,20,35,20,75,1.375
11,20,35,20,75,1.581
3,14,36,20,75,0.216
4,14,36,20,75,0.306
5,14,36,20,75,0.428
6,14,36,20,75,0.559
7,14,36,20,75,0.69
8,14,36,20,75,0.842
9,14,36,20,75,0.993
10,14,36,20,75,1.159
11,14,36,20,75,1.323
12,14,36,20,75,1.497
3,15,36,20,75,0.216
4,15,36,20,75,0.314
5,15,36,20,75,0.438
6,15,36,20,75,0.572
7,15,36,20,75,0.715
8,15,36,20,75,0.862
9,15,36,20,75,1.014
10,15,36,20,75,1.191
11,15,36,20,75,1.366
12,15,36,20,75,1.541
3,16,36,20,75,0.216
4,16,36,20,75,0.323
5,16,36,20,75,0.45
6,16,36,20,75,0.581
7,16,36,20,75,0.723
8,16,36,20,75,0.88
9,16,36,20,75,1.049
10,16,36,20,75,1.223
11,16,36,20,75,1.396
12,16,36,20,75,1.591
3,17,36,20,75,0.216
4,17,36,20,75,0.331
5,17,36,20,75,0.458
6,17,36,20,75,0.596
7,17,36,20,75,0.747
8,17,36,20,75,0.884
9,17,36,20,75,1.072
10,17,36,20,75,1.254
11,17,36,20,75,1.422
12,17,36,20,75,1.637
3,18,36,20,75,0.216
4,18,36,20,75,0.339
5,18,36,20,75,0.467
6,18,36,20,75,0.606
7,18,36,20,75,0.757
8,18,36,20,75,0.919
9,18,36,20,75,1.103
10,18,36,20,75,1.28
11,18,36,20,75,1.478
12,18,36,20,75,1.682
3,19,36,20,75,0.216
4,19,36,20,75,0.337
5,19,36,20,75,0.476
6,19,36,20,75,0.621
7,19,36,20,75,0.779
8,19,36,20,75,0.94
9,19,36,20,75,1.126
10,19,36,20,75,1.316
11,19,36,20,75,1.511
12,19,36,20,75,1.708
3,20,36,20,75,0.216
4,20,36,20,75,0.345
5,20,36,20,75,0.482
6,20,36,20,75,0.63
7,20,36,20,75,0.797
8,20,36,20,75,0.97
9,20,36,20,75,1.149
10,20,36,20,75,1.341
11,20,36,20,75,1.54
12,20,36,20,75,1.745
3,14,37,20,75,0.216
4,14,37,20,75,0.296
5,14,37,20,75,0.423
6,14,37,20,75,0.544
7,14,37,20,75,0.674
8,14,37,20,75,0.814
9,14,37,20,75,0.965
10,14,37,20,75,1.128
11,14,37,20,75,1.294
12,14,37,20,75,1.47
3,15,37,20,75,0.216
4,15,37,20,75,0.304
5,15,37,20,75,0.426
6,15,37,20,75,0.558
7,15,37,20,75,0.69
8,15,37,20,75,0.843
9,15,37,20,75,0.996
10,15,37,20,75,1.154
11,15,37,20,75,1.33
12,15,37,20,75,1.509
3,16,37,20,75,0.216
4,16,37,20,75,0.312
5,16,37,20,75,0.438
6,16,37,20,75,0.57
7,16,37,20,75,0.714
8,16,37,20,75,0.862
9,16,37,20,75,1.015
10,16,37,20,75,1.186
11,16,37,20,75,1.36
12,16,37,20,75,1.551
3,17,37,20,75,0.216
4,17,37,20,75,0.319
5,17,37,20,75,0.448
6,17,37,20,75,0.579
7,17,37,20,75,0.721
8,17,37,20,75,0.88
9,17,37,20,75,1.05
10,17,37,20,75,1.225
11,17,37,20,75,1.399
12,17,37,20,75,1.597
3,18,37,20,75,0.216
4,18,37,20,75,0.327
5,18,37,20,75,0.455
6,18,37,20,75,0.596
7,18,37,20,75,0.744
8,18,37,20,75,0.881
9,18,37,20,75,1.07
10,18,37,20,75,1.254
11,18,37,20,75,1.423
12,18,37,20,75,1.627
3,19,37,20,75,0.216
4,19,37,20,75,0.334
5,19,37,20,75,0.463
6,19,37,20,75,0.607
7,19,37,20,75,0.761
8,19,37,20,75,0.915
9,19,37,20,75,1.1
10,19,37,20,75,1.277
11,19,37,20,75,1.475
12,19,37,20,75,1.673
3,20,37,20,75,0.216
4,20,37,20,75,0.342
5,20,37,20,75,0.475
6,20,37,20,75,0.619
7,20,37,20,75,0.774
8,20,37,20,75,0.947
9,20,37,20,75,1.126
10,20,37,20,75,1.312
11,20,37,20,75,1.507
12,20,37,20,75,1.705
3,14,38,20,75,0.216
4,14,38,20,75,0.286
5,14,38,20,75,0.409
6,14,38,20,75,0.53
7,14,38,20,75,0.663
8,14,38,20,75,0.798
9,14,38,20,75,0.946
10,14,38,20,75,1.106
11,14,38,20,75,1.267
12,14,38,20,75,1.436
3,15,38,20,75,0.216
4,15,38,20,75,0.294
5,15,38,20,75,0.421
6,15,38,20,75,0.543
7,15,38,20,75,0.674
8,15,38,20,75,0.815
9,15,38,20,75,0.968
10,15,38,20,75,1.132
11,15,38,20,75,1.3
12,15,38,20,75,1.473
3,16,38,20,75,0.216
4,16,38,20,75,0.301
5,16,38,20,75,0.423
6,16,38,20,75,0.558
7,16,38,20,75,0.697
8,16,38,20,75,0.843
9,16,38,20,75,0.997
10,16,38,20,75,1.157
11,16,38,20,75,1.337
12,16,38,20,75,1.517
3,17,38,20,75,0.216
4,17,38,20,75,0.309
5,17,38,20,75,0.436
6,17,38,20,75,0.568
7,17,38,20,75,0.712
8,17,38,20,75,0.864
9,17,38,20,75,1.015
10,17,38,20,75,1.187
11,17,38,20,75,1.363
12,17,38,20,75,1.555
3,18,38,20,75,0.216
4,18,38,20,75,0.317
5,18,38,20,75,0.445
6,18,38,20,75,0.575
7,18,38,20,75,0.727
8,18,38,20,75,0.876
9,18,38,20,75,1.048
10,18,38,20,75,1.224
11,18,38,20,75,1.4
12,18,38,20,75,1.598
3,19,38,20,75,0.216
4,19,38,20,75,0.324
5,19,38,20,75,0.451
6,19,38,20,75,0.592
7,19,38,20,75,0.74
8,19,38,20,75,0.904
9,19,38,20,75,1.074
10,19,38,20,75,1.252
11,19,38,20,75,1.441
12,19,38,20,75,1.644
3,20,38,20,75,0.216
4,20,38,20,75,0.331
5,20,38,20,75,0.462
6,20,38,20,75,0.602
7,20,38,20,75,0.759
8,20,38,20,75,0.909
9,20,38,20,75,1.094
10,20,38,20,75,1.272
11,20,38,20,75,1.47
3,14,27,0,100,0.2
4,14,27,0,100,0.231
5,14,27,0,100,0.369
6,14,27,0,100,0.505
7,14,27,0,100,0.657
8,14,27,0,100,0.807
9,14,27,0,100,0.987
10,14,27,0,100,1.173
11,14,27,0,100,1.363
12,14,27,0,100,1.562
3,15,27,0,100,0.2
4,15,27,0,100,0.245
5,15,27,0,100,0.39
6,15,27,0,100,0.524
7,15,27,0,100,0.681
8,15,27,0,100,0.852
9,15,27,0,100,1.032
10,15,27,0,100,1.217
11,15,27,0,100,1.426
12,15,27,0,100,1.629
3,16,27,0,100,0.2
4,16,27,0,100,0.257
5,16,27,0,100,0.399
6,16,27,0,100,0.55
7,16,27,0,100,0.707
8,16,27,0,100,0.878
9,16,27,0,100,1.069
10,16,27,0,100,1.272
11,16,27,0,100,1.48
12,16,27,0,100,1.676
3,17,27,0,100,0.2
4,17,27,0,100,0.269
5,17,27,0,100,0.421
6,17,27,0,100,0.57
7,17,27,0,100,0.738
8,17,27,0,100,0.904
9,17,27,0,100,1.108
10,17,27,0,100,1.316
11,17,27,0,100,1.522
12,17,27,0,100,1.744
3,18,27,0,100,0.2
4,18,27,0,100,0.282
5,18,27,0,100,0.431
6,18,27,0,100,0.591
7,18,27,0,100,0.745
8,18,27,0,100,0.942
9,18,27,0,100,1.148
10,18,27,0,100,1.355
11,18,27,0,100,1.573
3,19,27,0,100,0.2
4,19,27,0,100,0.294
5,19,27,0,100,0.448
6,19,27,0,100,0.606
7,19,27,0,100,0.787
8,19,27,0,100,0.973
9,19,27,0,100,1.185
10,19,27,0,100,1.393
11,19,27,0,100,1.621
3,20,27,0,100,0.2
4,20,27,0,100,0.305
5,20,27,0,100,0.46
6,20,27,0,100,0.621
7,20,27,0,100,0.793
8,20,27,0,100,1.001
9,20,27,0,100,1.22
